,symbol,timestamp,close,high,low,open,volume,change_in_price,down_days,up_days,RSI,low_14,high_14,k_percent,r_percent,MACD,MACD_EMA,Price_Rate_Of_Change,On Balance Volume,Prediction
35,ABBV,2020-04-22,66.99473571777344,67.80060970558851,66.38621772867148,66.79737971906033,7033300.0,0.91278076171875,0.0,0.91278076171875,58.89973638836134,57.899746208653944,70.16890342789338,74.12888551837538,-25.87111448162461,1.4996318444376016,0.9513394005505477,0.05250860236757493,16384100.0,1.0
36,ABBV,2020-04-23,67.46345520019531,68.93541577095796,67.39766778082596,67.57858004717485,7869600.0,0.468719482421875,0.0,0.468719482421875,60.988474209801964,58.78290730030412,70.16890342789338,76.2388095219659,-23.761190478034088,1.5105172213017113,1.0632040064128605,0.044057027673166216,24253700.0,1.0
37,ABBV,2020-04-24,68.73805236816406,68.80383978643786,67.71837248025425,68.14598442520042,6770700.0,1.27459716796875,0.0,1.27459716796875,66.35366252893702,59.98207747330762,70.16890342789338,85.9539068782735,-14.0460931217265,1.598336458664761,1.170252730013291,0.05649635628802696,31024400.0,1.0
38,ABBV,2020-04-27,69.64260864257812,69.83173961412993,68.89429093001881,69.09987189186481,9209700.0,0.9045562744140625,0.0,0.9045562744140625,69.75927185151066,60.58972991550274,70.16890342789338,94.50584348812038,-5.494156511879618,1.717565208711335,1.2797334163520595,0.03116996757103352,40234100.0,1.0
39,ABBV,2020-04-28,68.05552673339844,70.69518566124515,67.73482091895757,70.47315469811939,8341000.0,-1.5870819091796875,1.5870819091796875,0.0,57.895710625467174,60.58972991550274,70.69518566124515,73.87887301412566,-26.121126985874344,1.669932359890737,1.3577835797060154,0.011488562351270382,31893100.0,-1.0
40,ABBV,2020-04-29,68.87786102294922,69.69196003840565,67.54569386451969,68.844967309599,8231700.0,0.8223342895507812,0.0,0.8223342895507812,61.78153641672472,63.652450632572545,70.69518566124515,74.1957544775264,-25.80424552247359,1.6765098004286756,1.4215356031284931,0.02321071334136593,40124800.0,1.0
41,ABBV,2020-04-30,67.59501647949219,68.46668400760086,66.79736763248809,68.22820934346576,15535800.0,-1.2828445434570312,1.2828445434570312,0.0,52.980278294564094,63.73347808120546,70.69518566124515,55.468264845802565,-44.531735154197435,1.5638280747009645,1.4499965186299104,-0.014979299677826963,24589000.0,-1.0
42,ABBV,2020-05-01,68.12132263183594,69.26435885576961,66.19708732838927,67.38945471483257,12705300.0,0.52630615234375,0.0,0.52630615234375,55.95082352497278,65.4734367719956,70.69518566124515,50.70879347131696,-49.29120652868305,1.4982511912181593,1.4596481100008314,-0.013691975077622875,37294300.0,1.0
43,ABBV,2020-05-04,67.31542205810547,68.12129581235132,66.70690424537236,67.61145910729071,6833000.0,-0.8059005737304688,0.8059005737304688,0.0,50.33263036031531,65.4734367719956,70.69518566124515,35.2752559569098,-64.7247440430902,1.3674647131334439,1.4412104267843961,0.01866571748476642,30461300.0,-1.0
44,ABBV,2020-05-05,70.20179748535156,71.11457756675594,67.92395664298792,68.21176876914384,10927000.0,2.8863754272460938,0.0,2.8863754272460938,64.89846921106972,65.80236154290925,71.11457756675594,82.81733880348835,-17.182661196511635,1.4729742440531197,1.4475634669520667,0.04787035478561208,41388300.0,1.0
45,ABBV,2020-05-06,70.24291229248047,72.48785950004175,70.1031187227418,70.95011141141427,17042600.0,0.04111480712890625,0.0,0.04111480712890625,65.06685111681605,65.80236154290925,72.48785950004175,66.42064327958944,-33.57935672041056,1.5419287878542889,1.4664371887857321,0.041199447671887324,58430900.0,1.0
46,ABBV,2020-05-07,69.25611114501953,71.41059547659589,68.71337442789003,71.14745211266928,11941800.0,-0.9868011474609375,0.9868011474609375,0.0,57.43662246127621,65.80236154290925,72.48785950004175,51.66031945945937,-48.33968054054063,1.5015245206256225,1.473454850777575,0.007536710148270176,46489100.0,-1.0
47,ABBV,2020-05-08,69.04232788085938,69.61795849179676,67.80061678358398,69.42059619864608,20188100.0,-0.21378326416015625,0.21378326416015625,0.0,55.80089519189698,65.80236154290925,72.48785950004175,48.462603065991935,-51.537396934008065,1.4360449590800357,1.4659727055806535,-0.008619446821694021,26301000.0,-1.0
48,ABBV,2020-05-11,72.28227233886719,72.74277171698672,69.05876414436341,69.96331918302685,19219800.0,3.2399444580078125,0.0,3.2399444580078125,70.49468954127647,66.19708732838927,72.74277171698672,92.96483987340234,-7.035160126597667,1.6212794925397134,1.4970346171354856,0.06210730866909109,45520800.0,1.0
49,ABBV,2020-05-12,74.3874282836914,75.8429452769711,72.75100528044085,74.00915999656905,23492300.0,2.1051559448242188,0.0,2.1051559448242188,76.38136282732702,66.19708732838927,75.8429452769711,84.91044548822447,-15.089554511775535,1.9124346723132248,1.5801158139454978,0.07999039428513144,69013100.0,1.0
50,ABBV,2020-05-13,73.07992553710938,75.85115299984237,72.1424768150088,74.61766717878021,23562600.0,-1.3075027465820312,1.3075027465820312,0.0,66.82649524288396,66.19708732838927,75.85115299984237,71.29471088095592,-28.70528911904407,2.0162287122794567,1.667339389529466,0.08114368992396459,45450500.0,-1.0
51,ABBV,2020-05-14,73.9598159790039,74.40387165230584,71.89578116620243,72.0520247199106,13379500.0,0.8798904418945312,0.0,0.8798904418945312,69.76348788901237,66.19708732838927,75.85115299984237,80.40890661816074,-19.591093381839258,2.1434867042103747,1.7625697223361934,0.08570728109203496,58830000.0,1.0
52,ABBV,2020-05-15,74.59300994873047,74.95483451956656,73.53221122646178,74.01738565315875,14071200.0,0.6331939697265625,0.0,0.6331939697265625,71.83406652331661,66.19708732838927,75.85115299984237,86.96773883740808,-13.03226116259192,2.2683940491605625,1.863735326969551,0.10811174717649563,72901200.0,1.0
53,ABBV,2020-05-18,75.21797943115234,77.01887105019154,75.0864045759557,75.65381015978106,16300200.0,0.624969482421875,0.0,0.624969482421875,73.87176559351255,66.19708732838927,77.01887105019154,83.35864340542123,-16.64135659457876,2.389452295333797,1.9688793353149614,0.07145375368554441,89201400.0,1.0
54,ABBV,2020-05-19,74.99593353271484,75.36598303406531,73.64732290403721,75.04527723052813,9892500.0,-0.2220458984375,0.2220458984375,0.0,71.74395454013094,66.19708732838927,77.01887105019154,81.30680145269258,-18.69319854730742,2.4395153461682213,2.063006977702264,0.06766549229114438,79308900.0,-1.0
55,ABBV,2020-05-20,74.98771667480469,76.09785265877791,73.92691811603768,75.7606968563132,10661500.0,-0.00821685791015625,0.00821685791015625,0.0,71.65582591073718,66.19708732838927,77.01887105019154,81.23087258438963,-18.769127415610363,2.450227347207857,2.140451341357147,0.08275956352477554,68647400.0,-1.0
56,ABBV,2020-05-21,76.4925765991211,76.58303274206801,74.29697299959349,75.06173457934105,10393200.0,1.5048599243164062,0.0,1.5048599243164062,77.49710871480974,66.70690424537236,77.01887105019154,94.89627477442534,-5.103725225574658,2.5493023365269067,2.222221785142741,0.10790842294770231,79040600.0,1.0
57,ABBV,2020-05-22,75.73603057861328,76.48434834541033,75.43177474828204,76.36922350033902,5507000.0,-0.7565460205078125,0.7565460205078125,0.0,69.22196523912181,67.80061678358398,77.01887105019154,86.08369400022683,-13.91630599977317,2.5381057822596773,2.2853987358448706,0.04778153934556029,73533600.0,-1.0
58,ABBV,2020-05-26,74.59300994873047,76.94485711149653,74.26407909104623,76.84617597204097,11869800.0,-1.1430206298828125,1.1430206298828125,0.0,58.35866030616943,67.80061678358398,77.01887105019154,73.68415937225156,-26.315840627748443,2.410086952762782,2.3103364269995788,0.0027636614113750735,61663800.0,-1.0
59,ABBV,2020-05-27,73.9926986694336,74.83146618931089,72.82499409924576,74.45319799220287,12529500.0,-0.600311279296875,0.600311279296875,0.0,53.29062959522324,67.80061678358398,77.01887105019154,67.17195801682293,-32.82804198317707,2.234846042979484,2.2952383270577887,0.012490066534902589,49134300.0,-1.0
60,ABBV,2020-05-28,74.03382873535156,74.98772758703892,74.00916001915866,74.72458415792417,8765900.0,0.04113006591796875,0.0,0.04113006591796875,53.609120721984134,67.80061678358398,77.01887105019154,67.61813865719601,-32.381861342803994,2.0753157231057315,2.251253752342446,0.0010007157990856719,57900200.0,1.0
61,ABBV,2020-05-29,76.20475006103516,76.3856623127678,73.68021607965937,74.83147073027641,13758800.0,2.1709213256835938,0.0,2.1709213256835938,67.22107798611052,69.05876414436341,77.01887105019154,89.77248674185134,-10.227513258148663,2.098477594627383,2.22069849083092,0.021607119935399766,71659000.0,1.0
62,ABBV,2020-06-01,74.58477020263672,76.5254549779802,74.57655148134974,75.6949124120166,8486500.0,-1.6199798583984375,1.6199798583984375,0.0,53.663542545301,71.89578116620243,77.01887105019154,52.48764119556114,-47.51235880443886,1.964392582810575,2.1694372690053627,-0.00841832276410992,63172500.0,-1.0
63,ABBV,2020-06-02,74.8643569946289,75.40708742203793,74.0502582165991,74.8067945815123,9413300.0,0.2795867919921875,0.0,0.2795867919921875,55.45271205181459,71.89578116620243,77.01887105019154,57.94502723256907,-42.05497276743093,1.8590923482374109,2.1073682458904153,-0.0017544489666034835,72585800.0,1.0
64,ABBV,2020-06-03,74.74103546142578,75.24265365436165,73.68023664065166,75.2179849356656,8588400.0,-0.123321533203125,0.123321533203125,0.0,54.38397762411637,71.89578116620243,77.01887105019154,55.53785624795421,-44.46214375204579,1.7456156214449976,2.035017684669185,-0.003289621611612392,63997400.0,-1.0
65,ABBV,2020-06-04,76.5090103149414,76.8708348097489,74.21472606382041,74.2393947750422,9525700.0,1.767974853515625,0.0,1.767974853515625,65.41122783758186,72.82499409924576,77.01887105019154,87.84273498689207,-12.157265013107937,1.7770241968064369,1.98341896636765,0.00021484066233568022,73523100.0,1.0
66,ABBV,2020-06-05,77.17509460449219,78.56482396429942,76.31987701952106,76.88728250229836,9630100.0,0.6660842895507812,0.0,0.6660842895507812,68.70042063555186,72.82499409924576,78.56482396429942,75.78796946110805,-24.21203053889195,1.8342121978714516,1.953577603077766,0.019001048970808787,83153200.0,1.0
67,ABBV,2020-06-08,77.78362274169922,78.12900358356639,76.31988705198705,76.40212446956703,6621400.0,0.6085281372070312,0.0,0.6085281372070312,71.55211841177827,72.82499409924576,78.56482396429942,86.38981919383252,-13.61018080616748,1.9063980547170871,1.944141690979562,0.04277361639062072,89774600.0,1.0
68,ABBV,2020-06-09,79.0828857421875,79.48582895906125,77.92341233805747,78.07964960847454,9555900.0,1.2992630004882812,0.0,1.2992630004882812,76.76690341190086,72.82499409924576,79.48582895906125,93.95055987193604,-6.049440128063961,2.044378067277833,1.9641889703627022,0.06879309937720479,99330500.0,1.0
69,ABBV,2020-06-10,79.68318176269531,81.69787267157722,79.60095063303682,79.75718789723804,11138300.0,0.6002960205078125,0.0,0.6002960205078125,78.83521791540016,72.82499409924576,81.69787267157722,77.29382981567709,-22.70617018432292,2.1768454445788166,2.00672027220447,0.07630772477725656,110468800.0,1.0
70,ABBV,2020-06-11,75.86760711669922,79.67496463285268,75.67846985336388,78.68817843187205,12584800.0,-3.8155746459960938,3.8155746459960938,0.0,47.69486630923153,72.82499409924576,81.69787267157722,34.291160333708675,-65.70883966629133,1.9526235895258708,1.9959009342444887,-0.004424172299835716,97884000.0,-1.0
71,ABBV,2020-06-12,76.03206634521484,77.90696381624046,74.8561429280248,77.08463992376724,8010100.0,0.164459228515625,0.0,0.164459228515625,48.702597760366785,72.82499409924576,81.69787267157722,36.144665114315764,-63.85533488568424,1.7677660329633653,1.9502739491831813,0.01940471410779998,105894100.0,1.0
72,ABBV,2020-06-15,76.54190826416016,77.3231134407089,74.65056083042816,75.05349777499715,7120200.0,0.5098419189453125,0.0,0.5098419189453125,52.00992468366296,72.82499409924576,81.69787267157722,41.8907362995472,-58.10926370045281,1.643318612407512,1.8888828766558596,0.022407876550006423,113014300.0,1.0
73,ABBV,2020-06-16,78.99242401123047,79.10754884393387,76.87083332724421,78.00563793839187,9366100.0,2.4505157470703125,0.0,2.4505157470703125,64.64981507950336,73.68021607965937,81.69787267157722,66.25636644161136,-33.74363355838862,1.7219563782631297,1.8554975747271485,0.056881584842356725,122380400.0,1.0
74,ABBV,2020-06-17,78.72928619384766,79.84764716799903,78.34279296800858,79.6420661988364,6212200.0,-0.2631378173828125,0.2631378173828125,0.0,62.60672944251193,73.68021607965937,81.69787267157722,62.97438729513524,-37.025612704864756,1.7430018688621658,1.8329984323410002,0.029019796096782846,116168200.0,-1.0
75,ABBV,2020-06-18,79.13220977783203,79.31311571579235,78.33455481156624,78.58124814905669,4571600.0,0.402923583984375,0.0,0.402923583984375,64.58417257745047,73.68023664065166,81.69787267157722,67.99975848430971,-32.0002415156903,1.7716740103928714,1.8207335474223176,0.025359413984131773,120739800.0,1.0
76,ABBV,2020-06-19,79.5269546508789,80.75221567521626,78.73752435020175,80.35750366179487,9210900.0,0.394744873046875,0.0,0.394744873046875,66.58189041266311,73.68023664065166,81.69787267157722,72.92321561711378,-27.07678438288621,1.8053506151150316,1.8176569608546915,0.022412583108514683,129950700.0,1.0
77,ABBV,2020-06-22,79.98744201660156,80.01211700332063,78.7950748856828,79.46938022450239,6004300.0,0.46048736572265625,0.0,0.46048736572265625,68.94011783757261,73.68023664065166,81.69787267157722,78.6666462735625,-21.333353726437494,1.8478028662357673,1.823686142097354,0.011438078743901015,135955000.0,1.0
78,ABBV,2020-06-23,80.02034759521484,81.49230832946522,79.80654786926858,80.93312775038594,6715600.0,0.03290557861328125,0.0,0.03290557861328125,69.11979122436632,74.21472606382041,81.69787267157722,77.58262447212381,-22.41737552787619,1.8626167859058853,1.8314722710310212,0.004231329937647965,142670600.0,1.0
79,ABBV,2020-06-24,78.23587799072266,79.89697541362412,77.58624150095743,79.32134504700366,9025100.0,-1.7844696044921875,1.7844696044921875,0.0,50.74989731717579,74.65056083042816,81.69787267157722,50.87496113567629,-49.12503886432371,1.7109190574170157,1.807361627882222,0.0312158372199689,133645500.0,-1.0
80,ABBV,2020-06-25,79.75718688964844,79.82297430207734,77.56158375895554,78.2687827579839,6411700.0,1.5213088989257812,0.0,1.5213088989257812,60.95702021498481,74.65056083042816,81.69787267157722,72.46204190089661,-27.53795809910339,1.6937037771133845,1.7846300574071485,0.04899407215266405,140057200.0,1.0
81,ABBV,2020-06-26,79.04999542236328,79.79008819812083,78.15366536949227,79.67496335231783,14568400.0,-0.7071914672851562,0.7071914672851562,0.0,54.858712592055554,74.65056083042816,81.69787267157722,62.4271309557631,-37.5728690442369,1.6045906572214221,1.7486221769628323,0.03276750234064263,125488800.0,-1.0
82,ABBV,2020-06-29,79.304931640625,80.0367995270775,78.67996361973444,79.35426907490982,6676400.0,0.25493621826171875,0.0,0.25493621826171875,56.662127360780914,74.65056083042816,81.69787267157722,66.04462687489007,-33.95537312510993,1.5367885720232692,1.7062554555916598,0.003956172168486649,132165200.0,1.0
83,ABBV,2020-06-30,80.73574829101562,81.31137242263198,78.80328867906643,78.9184135053897,8112500.0,1.430816650390625,0.0,1.430816650390625,65.5697565157501,74.65056083042816,81.49230832946522,88.94200584637076,-11.05799415362924,1.5801249993353252,1.6810293641578318,0.025485587310262847,140277700.0,1.0
84,ABBV,2020-07-01,81.52518463134766,81.95279653958309,80.1765740416814,80.99889787800633,6522900.0,0.7894363403320312,0.0,0.7894363403320312,69.55367508347987,74.65056083042816,81.95279653958309,94.14409606499923,-5.855903935000761,1.6589570246252663,1.6766148962257608,0.03024021267994459,146800600.0,1.0
85,ABBV,2020-07-02,81.3113784790039,82.224158437006,80.47261092848379,81.78010281361311,6158800.0,-0.21380615234375,0.21380615234375,0.0,67.12642315192079,74.65056083042816,82.224158437006,87.94786829961336,-12.052131700386633,1.6847751021489898,1.6782469374179658,0.02243797509861367,140641800.0,-1.0
86,ABBV,2020-07-06,81.41829681396484,82.06793349345112,80.54662915253783,81.9363586487701,7039000.0,0.1069183349609375,0.0,0.1069183349609375,67.77530186421598,76.87083332724421,82.224158437006,84.94652189960095,-15.053478100399042,1.6943186461094513,1.6814612791681733,0.01788849300951889,147680800.0,1.0
87,ABBV,2020-07-07,81.69786834716797,82.79978550253121,81.04823179173604,81.1469129064027,6345600.0,0.279571533203125,0.0,0.279571533203125,69.58652233066391,77.56158375895554,82.79978550253121,78.96382748689143,-21.03617251310856,1.7047621587147859,1.68612145509131,0.02096367739414129,154026400.0,1.0
88,ABBV,2020-07-08,81.64031219482422,82.70111073199367,81.0400192875926,82.02680541462625,6154400.0,-0.05755615234375,0.05755615234375,0.0,68.66968096186874,77.56158375895554,82.79978550253121,77.86505055615677,-22.134949443843215,1.6889268462080622,1.6866825333159912,0.04351499965917505,147872000.0,-1.0
89,ABBV,2020-07-09,80.53841400146484,82.05148713938794,79.60918387274316,81.4758628529681,5817300.0,-1.101898193359375,1.101898193359375,0.0,53.18904259190045,77.56158375895554,82.79978550253121,56.82924003757979,-43.17075996242021,1.5694499575660643,1.6632360181215247,0.009795068535921603,142054700.0,-1.0
90,ABBV,2020-07-10,79.62561798095703,80.85910372621011,79.23912477696446,80.6370727787181,6202500.0,-0.9127960205078125,0.9127960205078125,0.0,43.75975482780975,77.56158375895554,82.79978550253121,39.403488506965296,-60.5965114930347,1.3852016491944568,1.607629144251716,0.007281753218557396,135852200.0,-1.0
91,ABBV,2020-07-13,80.47262573242188,81.870573998403,79.69963917833384,80.0614637396234,8507400.0,0.8470077514648438,0.0,0.8470077514648438,52.7317285201882,77.56158375895554,82.79978550253121,55.57330771073396,-44.42669228926604,1.2925760205028638,1.5446185194254405,0.014724104385946069,144359600.0,1.0
92,ABBV,2020-07-14,82.2955093383789,82.48694875395161,79.85669209576098,80.7140226490675,6765600.0,1.8228836059570312,0.0,1.8228836059570312,66.14385749976282,77.56158375895554,82.79978550253121,90.3731053358003,-9.626894664199689,1.3505848120007045,1.5058117779027989,0.019319335986594854,151125200.0,1.0
93,ABBV,2020-07-15,83.63558959960938,83.63558959960938,82.2538680592065,83.2360537474426,5661600.0,1.3400802612304688,0.0,1.3400802612304688,72.7117186399478,77.56158375895554,83.63558959960938,100.0,-0.0,1.487469302466991,1.5021432828127865,0.025886540187610052,156786800.0,1.0
94,ABBV,2020-07-16,83.1694564819336,83.42749254542483,82.24553585393816,82.97801713042112,4269200.0,-0.46613311767578125,0.46613311767578125,0.0,67.45934442374991,78.15366536949227,83.63558959960938,91.49690695987923,-8.503093040120769,1.540599851476287,1.509834596550268,0.022851389777009734,152517600.0,-1.0
95,ABBV,2020-07-17,83.92692565917969,84.30148541060427,83.16947442132886,83.47745014722553,6890900.0,0.7574691772460938,0.0,0.7574691772460938,71.34098581842643,78.67996361973444,84.30148541060427,93.33703994471881,-6.662960055281182,1.6250578859393983,1.5328792544395546,0.03081161045344505,159408500.0,1.0
96,ABBV,2020-07-20,82.85316467285156,84.27650036135,82.62010474964572,83.8686454957398,4823300.0,-1.073760986328125,1.073760986328125,0.0,59.69407160817087,78.80328867906643,84.30148541060427,73.65825908983773,-26.34174091016227,1.5870968833285701,1.543722780221672,0.014141082858787346,154585200.0,-1.0
97,ABBV,2020-07-21,81.0719223022461,83.07790801119977,80.88047657339133,83.07790801119977,8239000.0,-1.7812423706054688,1.7812423706054688,0.0,45.48157012924906,79.23912477696446,84.30148541060427,36.20440458355615,-63.79559541644385,1.3972440949916205,1.5144270431663371,-0.006962122967165252,146346200.0,-1.0
98,ABBV,2020-07-22,81.32162475585938,81.80439540822417,80.68070991423569,81.40486589278287,4441800.0,0.24970245361328125,0.0,0.24970245361328125,47.50328160493883,79.23912477696446,84.30148541060427,41.136934517397435,-58.863065482602565,1.2524859290299588,1.462038820325722,0.00972468559388684,150788000.0,1.0
99,ABBV,2020-07-23,81.59629821777344,82.33709854946463,81.11352760711434,81.77109315947969,5127200.0,0.2746734619140625,0.0,0.2746734619140625,49.863081994444734,79.23912477696446,84.30148541060427,46.56273251544669,-53.43726748455331,1.146699734669113,1.398971003181553,0.024749324234917713,155915200.0,1.0
100,ABBV,2020-07-24,80.83051300048828,81.72946369039603,80.2894775102435,81.61293375100858,5169400.0,-0.7657852172851562,0.7657852172851562,0.0,43.56359722515179,79.23912477696446,84.30148541060427,31.435694504830675,-68.56430549516932,0.9896862034930223,1.3171140432305073,0.004447316895765496,150745800.0,-1.0
101,ABBV,2020-07-27,80.87216186523438,81.47978156895297,80.12303602809506,80.19794543660517,5030700.0,0.04164886474609375,0.0,0.04164886474609375,44.00751217630029,79.23912477696446,84.30148541060427,32.258410778130795,-67.7415892218692,0.8587125597459533,1.225433746521644,-0.017295566727609346,155776500.0,1.0
102,ABBV,2020-07-28,80.49760437011719,81.2550556725813,80.2895141903732,80.73898974066921,5941800.0,-0.3745574951171875,0.3745574951171875,0.0,40.68661634791714,79.23912477696446,84.30148541060427,24.859540523249674,-75.14045947675032,0.7164426822667025,1.1236355336600385,-0.03751973585066759,149834700.0,-1.0
103,ABBV,2020-07-29,80.7472915649414,81.07191164258936,80.43931590263668,80.6307616063194,5512000.0,0.24968719482421875,0.0,0.24968719482421875,43.94050934544996,79.23912477696446,84.30148541060427,29.79176904061421,-70.2082309593858,0.616725014392685,1.022253429798109,-0.029123250523085287,155346700.0,1.0
